"","TargetName","Module","CodeClass","GeneID","SystematicName","Negative","genes_lowCount_overNsamples","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"H2bc11","H2bc11","Mm_R_NGS_WTA_v1.0","Endogenous","319180, 319183, 319184, 665622, 68024, 665596","H2bc12, H2bc11, H2bc23, H2bc4, H2bc7, H2bc24",FALSE,FALSE,-0.834081436136465,9.65266862541426,-5.56190303102356,1.23590952218624e-05,0.00198971466059709,3.35961616850088
"H1f0","H1f0","Mm_R_NGS_WTA_v1.0","Endogenous","14958","H1f0",FALSE,FALSE,-0.713543922584643,8.46775950510556,-5.55772199292428,1.24846401821151e-05,0.00199384697564451,3.34821169627804
"Cnppd1","Cnppd1","Mm_R_NGS_WTA_v1.0","Endogenous","69171","Cnppd1",FALSE,FALSE,0.671293044802932,6.63283232391796,5.54591128343185,1.28463240233286e-05,0.00203532671807705,3.31277789728258
"Scarb1","Scarb1","Mm_R_NGS_WTA_v1.0","Endogenous","20778","Scarb1",FALSE,FALSE,-0.809428661845677,4.6098366307644,-5.54152405147391,1.29833701560522e-05,0.0020408426647659,3.3090906808149
"Baiap2l2","Baiap2l2","Mm_R_NGS_WTA_v1.0","Endogenous","207495","Baiap2l2",FALSE,FALSE,0.776235045080188,7.21233975811542,5.5353086462225,1.31800690288783e-05,0.00205557592205858,3.29204696290686
"Ywhag","Ywhag","Mm_R_NGS_WTA_v1.0","Endogenous","22628","Ywhag",FALSE,FALSE,-0.792988234549714,6.03176236795934,-5.53552022174701,1.34193137605858e-05,0.00207666481087266,3.27128742831533
"H2bc8","H2bc8","Mm_R_NGS_WTA_v1.0","Endogenous","319181","H2bc8",FALSE,FALSE,-0.779707425733701,8.93191047298928,-5.49389759062458,1.45701553052085e-05,0.00223741546429137,3.20310562610636
"Slc46a3","Slc46a3","Mm_R_NGS_WTA_v1.0","Endogenous","71706","Slc46a3",FALSE,FALSE,0.666856223060399,5.31073894040311,5.48727109720156,1.48060228066158e-05,0.00225627964342345,3.17116052032268
"Top2a","Top2a","Mm_R_NGS_WTA_v1.0","Endogenous","21973","Top2a",FALSE,FALSE,-0.937894460762377,5.03866767012212,-5.75294745872976,1.52579821095776e-05,0.00230007460842496,3.22346373172472
"Ergic1","Ergic1","Mm_R_NGS_WTA_v1.0","Endogenous","67458","Ergic1",FALSE,FALSE,-0.704626495378127,5.90436399149557,-5.47186274505522,1.53695695743255e-05,0.00230007460842496,3.13873935232458
"G6pc3","G6pc3","Mm_R_NGS_WTA_v1.0","Endogenous","68401","G6pc3",FALSE,FALSE,-0.63751433964925,5.88811426938923,-5.47000251944673,1.54390621414088e-05,0.00230007460842496,3.13415334201027
"Nckap5","Nckap5","Mm_R_NGS_WTA_v1.0","Endogenous","210356","Nckap5",FALSE,FALSE,0.927210916226241,5.1238354161197,5.78604471237604,1.56811764150944e-05,0.00231883944277429,3.20459517050908
"Trim14","Trim14","Mm_R_NGS_WTA_v1.0","Endogenous","74735","Trim14",FALSE,FALSE,0.679771736653216,5.77566675496464,5.43638086377584,1.6751495654572e-05,0.00243848884242089,3.05317920513105
"C130074G19Rik","C130074G19Rik","Mm_R_NGS_WTA_v1.0","Endogenous","226777","C130074G19Rik",FALSE,FALSE,0.712005493788168,6.77564637715779,5.4359048113094,1.67708695420582e-05,0.00243848884242089,3.05934643190132
"Agmo","Agmo","Mm_R_NGS_WTA_v1.0","Endogenous","319660","Agmo",FALSE,FALSE,0.728661837114976,5.57867180566447,5.43380106690498,1.6856758015032e-05,0.00243848884242089,3.04661297520529
"Aldh18a1","Aldh18a1","Mm_R_NGS_WTA_v1.0","Endogenous","56454","Aldh18a1",FALSE,FALSE,-0.795439514338913,4.82933690928318,-5.42905938557062,1.70519836842917e-05,0.00244898381503249,3.04633983205644
"Cbx3","Cbx3","Mm_R_NGS_WTA_v1.0","Endogenous","12417","Cbx3",FALSE,FALSE,-0.754774107900034,5.42282104006779,-5.4152855646923,1.76321872084153e-05,0.00251422395172568,3.00758510326141
"Sec16b","Sec16b","Mm_R_NGS_WTA_v1.0","Endogenous","89867","Sec16b",FALSE,FALSE,0.660400155403723,5.23041536712729,5.40999633658403,1.78602730221337e-05,0.00252868532156635,2.99185374353007
"Gcnt2","Gcnt2","Mm_R_NGS_WTA_v1.0","Endogenous","14538","Gcnt2",FALSE,FALSE,0.797136487070525,5.2757422394406,5.459354307759,1.85189491132948e-05,0.00260347733203312,2.97619385556416
"Prss30","Prss30","Mm_R_NGS_WTA_v1.0","Endogenous","30943","Prss30",FALSE,FALSE,0.802348873662492,8.29556149340534,5.39174217500961,1.86706735005257e-05,0.00260645213350346,2.96620548956366
"Als2cl","Als2cl","Mm_R_NGS_WTA_v1.0","Endogenous","235633","Als2cl",FALSE,FALSE,-0.823895994829859,6.02354277929935,-5.47279191991532,1.92167523299113e-05,0.00266405574140291,2.95306663492191
"Uba7","Uba7","Mm_R_NGS_WTA_v1.0","Endogenous","74153","Uba7",FALSE,FALSE,0.723468066096092,6.14181137574382,5.36638391043311,1.98587315265664e-05,0.00272073064987689,2.8925056505298
"Vstm5","Vstm5","Mm_R_NGS_WTA_v1.0","Endogenous","69137","Vstm5",FALSE,FALSE,-0.716396545984872,5.15544103809688,-5.36364514012306,1.99915473308991e-05,0.00272073064987689,2.88951971781953
"Gstt2","Gstt2","Mm_R_NGS_WTA_v1.0","Endogenous","14872","Gstt2",FALSE,FALSE,-0.719165399118681,5.84313009550994,-5.36276471949464,2.00344339794571e-05,0.00272073064987689,2.88504675365814
"Ap4s1","Ap4s1","Mm_R_NGS_WTA_v1.0","Endogenous","11782","Ap4s1",FALSE,FALSE,0.650413129860904,4.86664161791607,5.3520382563671,2.05644860225448e-05,0.00277384347613555,2.86026464781898
"Serpinb5","Serpinb5","Mm_R_NGS_WTA_v1.0","Endogenous","20724","Serpinb5",FALSE,FALSE,0.696989771361728,6.25678596586322,5.33414383027937,2.14805737614085e-05,0.0028687389145997,2.8183482803269
"Slc2a9","Slc2a9","Mm_R_NGS_WTA_v1.0","Endogenous","117591","Slc2a9",FALSE,FALSE,0.68836142368633,4.93515394777666,5.33271616171631,2.15554193853607e-05,0.0028687389145997,2.81436332935442
"Slc51a","Slc51a","Mm_R_NGS_WTA_v1.0","Endogenous","106407","Slc51a",FALSE,FALSE,1.19520362562363,8.61471015208303,6.04258854885551,2.30257171855576e-05,0.00304412180248533,2.93997227094403
"Tceal9","Tceal9","Mm_R_NGS_WTA_v1.0","Endogenous","22381","Tceal9",FALSE,FALSE,-0.834698603946647,5.52269722324497,-5.4409974662297,2.32208088507391e-05,0.00304971715189016,2.78594222065289
"Galk1","Galk1","Mm_R_NGS_WTA_v1.0","Endogenous","14635","Galk1",FALSE,FALSE,-0.958545784538657,5.15545016783351,-5.68151888507736,2.33871079426955e-05,0.00305148258732046,2.8471686391771
"Plk1","Plk1","Mm_R_NGS_WTA_v1.0","Endogenous","18817","Plk1",FALSE,FALSE,-0.768271388517309,4.29852301969555,-5.28869078694525,2.39978656548083e-05,0.00311084020822687,2.73181812410694
"Ccnb2","Ccnb2","Mm_R_NGS_WTA_v1.0","Endogenous","12442","Ccnb2",FALSE,FALSE,-0.688669062909228,4.87720695579373,-5.26478996730869,2.54393811567806e-05,0.00327642816795361,2.6628489980567
"Plcd1","Plcd1","Mm_R_NGS_WTA_v1.0","Endogenous","18799","Plcd1",FALSE,FALSE,0.634488681800184,6.57086639570278,5.25797653361642,2.58661548980234e-05,0.00331003878352077,2.64372058595429
"Eif4ebp3","Eif4ebp3","Mm_R_NGS_WTA_v1.0","Endogenous","108112","Eif4ebp3",FALSE,FALSE,0.707906027839545,8.06637601056078,5.24931266112852,2.64193203161619e-05,0.0033592923023665,2.6356225997422
"Erh","Erh","Mm_R_NGS_WTA_v1.0","Endogenous","13877","Erh",FALSE,FALSE,-0.644054116454131,6.79773349895733,-5.24477924069504,2.67135239769049e-05,0.00337520303260096,2.61576953480649
"Dgat2","Dgat2","Mm_R_NGS_WTA_v1.0","Endogenous","67800","Dgat2",FALSE,FALSE,-0.747355795379222,7.06977736518682,-5.23687940677791,2.72341435457086e-05,0.00341934092832064,2.59955653406607
"Slc39a11","Slc39a11","Mm_R_NGS_WTA_v1.0","Endogenous","69806","Slc39a11",FALSE,FALSE,-0.721936697274631,6.24711041584681,-5.20781108434115,2.92398323259858e-05,0.00364821732952285,2.52538382235459
"Dgka","Dgka","Mm_R_NGS_WTA_v1.0","Endogenous","13139","Dgka",FALSE,FALSE,0.76610545397205,7.7165922397537,5.20470046569909,2.94631300223887e-05,0.0036532451219686,2.52977904946074
"Stap2","Stap2","Mm_R_NGS_WTA_v1.0","Endogenous","106766","Stap2",FALSE,FALSE,0.688357805670537,5.51799120557502,5.18393967754792,3.09982966773604e-05,0.00381230193744337,2.46278860135943
"Slc13a2","Slc13a2","Mm_R_NGS_WTA_v1.0","Endogenous","20500","Slc13a2",FALSE,FALSE,0.876901362410236,7.05680602620151,5.39421984387545,3.11278473076827e-05,0.00381230193744337,2.53528630647052
"Gm5431","Gm5431","Mm_R_NGS_WTA_v1.0","Endogenous","432555, 667214","Gm5431, 9930111J21Rik1",FALSE,FALSE,0.616233734271042,5.00881295775756,5.17752936232034,3.14884714866368e-05,0.00382453001773485,2.45060021889986
"Nmi","Nmi","Mm_R_NGS_WTA_v1.0","Endogenous","64685","Nmi",FALSE,FALSE,0.840892166342906,6.04457293029342,5.37892179635025,3.16108527238516e-05,0.00382453001773485,2.50976380327611
"Enpp5","Enpp5","Mm_R_NGS_WTA_v1.0","Endogenous","83965","Enpp5",FALSE,FALSE,-0.688666332054336,5.48949321867398,-5.17166847527307,3.19434915725499e-05,0.00384149350760731,2.43826524673192
"Pisd","Pisd","Mm_R_NGS_WTA_v1.0","Endogenous","320951","Pisd",FALSE,FALSE,-0.731126290172559,5.60144918247824,-5.16645519081037,3.23538197160601e-05,0.0038675407364773,2.4262147684455
"Cideb","Cideb","Mm_R_NGS_WTA_v1.0","Endogenous","12684","Cideb",FALSE,FALSE,0.794413466569646,7.76023024237151,5.18351221876521,3.31330402661308e-05,0.00391465170127717,2.42680741950305
"Hspd1","Hspd1","Mm_R_NGS_WTA_v1.0","Endogenous","15510","Hspd1",FALSE,FALSE,-0.627676496929292,7.2727762909352,-5.15500014247571,3.32742487282659e-05,0.00391465170127717,2.41030998187262
"Ms4a8a","Ms4a8a","Mm_R_NGS_WTA_v1.0","Endogenous","64381","Ms4a8a",FALSE,FALSE,0.799044569626247,9.78220899759161,5.15424054474618,3.33362114520423e-05,0.00391465170127717,2.42373834488019
"Bex3","Bex3","Mm_R_NGS_WTA_v1.0","Endogenous","12070","Bex3",FALSE,FALSE,-0.717045115940906,4.86371718341077,-5.14782084173895,3.38645679572717e-05,0.00395344076100009,2.39091451134459
"Fam53b","Fam53b","Mm_R_NGS_WTA_v1.0","Endogenous","77938","Fam53b",FALSE,FALSE,0.643777751142778,5.43589419462488,5.12758738036958,3.55858747742588e-05,0.00413015504630669,2.33055566886621
"Ak4","Ak4","Mm_R_NGS_WTA_v1.0","Endogenous","11639","Ak4",FALSE,FALSE,0.839959513997459,5.21533667841481,5.34840837957903,3.58979286214305e-05,0.00413015504630669,2.39446097368514
"Eef2k","Eef2k","Mm_R_NGS_WTA_v1.0","Endogenous","13631","Eef2k",FALSE,FALSE,0.682473701007312,6.56603966891805,5.12287908065728,3.59989469547344e-05,0.00413015504630669,2.32778955908298
"Gstk1","Gstk1","Mm_R_NGS_WTA_v1.0","Endogenous","76263","Gstk1",FALSE,FALSE,-0.694898305779345,7.20903822017875,-5.11594274563872,3.66163370690132e-05,0.0041769824966212,2.31855388376272
"Prc1","Prc1","Mm_R_NGS_WTA_v1.0","Endogenous","233406","Prc1",FALSE,FALSE,-0.678473577663643,4.67422546210772,-5.10587852605976,3.75312145989134e-05,0.00425702066498925,2.2968882447512
"Samd9l","Samd9l","Mm_R_NGS_WTA_v1.0","Endogenous","209086","Samd9l",FALSE,FALSE,0.68985585558674,6.84183909636654,5.08732976507094,3.92783349077315e-05,0.00443001920770082,2.24767823759722
"Cdca3","Cdca3","Mm_R_NGS_WTA_v1.0","Endogenous","14793","Cdca3",FALSE,FALSE,-0.774390117669884,5.48137494380984,-5.15932136834895,4.0110468826793e-05,0.00449845668083858,2.2478887840572
"Hsd3b1","Hsd3b1","Mm_R_NGS_WTA_v1.0","Endogenous","15492","Hsd3b1",FALSE,FALSE,-0.754849742653517,7.86819372897169,-5.07565475232919,4.04199245624256e-05,0.00450050941263544,2.2299350528751
"H4c17","H4c17","Mm_R_NGS_WTA_v1.0","Endogenous","319161, 319158, 100041230","H4c9, H4c18, H4c17",FALSE,FALSE,-0.715966864375336,10.2491678549524,-5.07404779044092,4.05796570793157e-05,0.00450050941263544,2.24032103909398
"Il18","Il18","Mm_R_NGS_WTA_v1.0","Endogenous","16173","Il18",FALSE,FALSE,-0.882279344241442,5.67970651336696,-5.3760838805224,4.11333410861337e-05,0.00453671208896402,2.29350967613942
"Rbbp7","Rbbp7","Mm_R_NGS_WTA_v1.0","Endogenous","245688","Rbbp7",FALSE,FALSE,-0.635347786231074,5.29764958885233,-5.06540319481276,4.14499382913761e-05,0.0045465116379711,2.19004909510187
"Eefsec","Eefsec","Mm_R_NGS_WTA_v1.0","Endogenous","65967","Eefsec",FALSE,FALSE,-0.775189149073405,3.93064382400433,-5.06211491851722,4.17859085170975e-05,0.00455831744113015,2.21686704691607
"Entpd2","Entpd2","Mm_R_NGS_WTA_v1.0","Endogenous","12496","Entpd2",FALSE,FALSE,0.661852405348457,5.78388618472235,5.05806635939809,4.22033388617153e-05,0.00457883290052404,2.16801903775196
"Plin2","Plin2","Mm_R_NGS_WTA_v1.0","Endogenous","11520","Plin2",FALSE,FALSE,-0.635066853866902,6.95047520258653,-5.05327235134131,4.27030792149102e-05,0.00460800848847163,2.16954486017952
"Galnt4","Galnt4","Mm_R_NGS_WTA_v1.0","Endogenous","14426","Galnt4",FALSE,FALSE,-0.611511751977796,7.42412886967202,-5.03615629660467,4.45365683622018e-05,0.00478001889362707,2.13394988525653
"Akr1e1","Akr1e1","Mm_R_NGS_WTA_v1.0","Endogenous","56043","Akr1e1",FALSE,FALSE,0.650583735092201,7.21542004917111,5.02206631289038,4.61054204499388e-05,0.00492081152432871,2.09904444708816
"Selenoh","Selenoh","Mm_R_NGS_WTA_v1.0","Endogenous","72657","Selenoh",FALSE,FALSE,-0.614259545447607,4.83312858417509,-5.01998928622462,4.6341359844402e-05,0.00492081152432871,2.09095047881748
"Got2","Got2","Mm_R_NGS_WTA_v1.0","Endogenous","14719","Got2",FALSE,FALSE,-0.589707797083428,5.69240008091115,-5.0139841525212,4.70303903960298e-05,0.0049675538808251,2.06752032309234
"Nkiras2","Nkiras2","Mm_R_NGS_WTA_v1.0","Endogenous","71966","Nkiras2",FALSE,FALSE,0.625139203076569,6.95650992223764,5.00171908065786,4.84699893522722e-05,0.00507105973449718,2.0484109789817
"Parp14","Parp14","Mm_R_NGS_WTA_v1.0","Endogenous","547253","Parp14",FALSE,FALSE,0.875479803838936,6.24367918768401,5.31516459824422,4.8518379466461e-05,0.00507105973449718,2.13942896885441
"Gsta3","Gsta3","Mm_R_NGS_WTA_v1.0","Endogenous","14859","Gsta3",FALSE,FALSE,-0.695040629798786,5.00845980449717,-4.99615647908851,4.9137474068822e-05,0.00510901768143695,2.03240921260819
"Tubb5","Tubb5","Mm_R_NGS_WTA_v1.0","Endogenous","22154","Tubb5",FALSE,FALSE,-0.683251331933747,6.2891228415493,-4.98953169486528,4.9944529648633e-05,0.00516602406930394,2.01380669868623
"P2ry2","P2ry2","Mm_R_NGS_WTA_v1.0","Endogenous","18442","P2ry2",FALSE,FALSE,0.702125302960996,5.90847762999893,4.98718743642644,5.04400860757648e-05,0.00519038885737368,1.99871213987478
"Zfyve1","Zfyve1","Mm_R_NGS_WTA_v1.0","Endogenous","217695","Zfyve1",FALSE,FALSE,0.7071338974088,6.01103776175944,4.98828522323678,5.0862773743905e-05,0.00520704385769013,1.9932069004806
"Kctd12","Kctd12","Mm_R_NGS_WTA_v1.0","Endogenous","239217","Kctd12",FALSE,FALSE,0.827151680628079,5.87203371987157,5.21717693577394,5.11274056367774e-05,0.00520743060574993,2.0638070851116
"Lmnb1","Lmnb1","Mm_R_NGS_WTA_v1.0","Endogenous","16906","Lmnb1",FALSE,FALSE,-0.56123454294491,5.86346957489661,-4.96434028943137,5.31375036410236e-05,0.00534107421644076,1.9511791179334
"Lpl","Lpl","Mm_R_NGS_WTA_v1.0","Endogenous","16956","Lpl",FALSE,FALSE,-1.07082508719557,4.37955162829367,-5.47451743141474,5.31700689900942e-05,0.00534107421644076,2.12383562295229
"Marveld3","Marveld3","Mm_R_NGS_WTA_v1.0","Endogenous","73608","Marveld3",FALSE,FALSE,0.660640323415742,7.47649084062736,4.96354046357133,5.3242186498608e-05,0.00534107421644076,1.96471970343946
"Aldh1a1","Aldh1a1","Mm_R_NGS_WTA_v1.0","Endogenous","11668","Aldh1a1",FALSE,FALSE,1.00430222167854,10.3862269733678,5.29059771986348,5.46223068003342e-05,0.00545212555327535,2.05795978509523
"Hbp1","Hbp1","Mm_R_NGS_WTA_v1.0","Endogenous","73389","Hbp1",FALSE,FALSE,0.717125748284992,6.84657760460717,4.94916665532636,5.51593255668314e-05,0.005478336399456,1.92365973517834
"Adprm","Adprm","Mm_R_NGS_WTA_v1.0","Endogenous","66358","Adprm",FALSE,FALSE,0.836024871142541,6.87155145400879,5.14461747596349,5.64877036117133e-05,0.00558249518416155,1.96933902115686
"Srsf2","Srsf2","Mm_R_NGS_WTA_v1.0","Endogenous","20382","Srsf2",FALSE,FALSE,-0.69697397166832,7.04002643829501,-4.9195043384727,5.93385960624232e-05,0.00578248225106657,1.85673437098093
"Isyna1","Isyna1","Mm_R_NGS_WTA_v1.0","Endogenous","71780","Isyna1",FALSE,FALSE,-0.590202388565092,5.92171527384513,-4.91871020154109,5.9454771076468e-05,0.00578248225106657,1.84413056232363
"Neurl1b","Neurl1b","Mm_R_NGS_WTA_v1.0","Endogenous","240055","Neurl1b",FALSE,FALSE,0.645812888762285,6.88561635394985,4.91740435011676,5.96463040178694e-05,0.00578248225106657,1.84957594953926
"Cxcl9","Cxcl9","Mm_R_NGS_WTA_v1.0","Endogenous","17329","Cxcl9",FALSE,FALSE,0.922482701217397,3.74972320528017,5.03928461001323,5.96699566057063e-05,0.00578248225106657,1.92129518648992
"Hectd3","Hectd3","Mm_R_NGS_WTA_v1.0","Endogenous","76608","Hectd3",FALSE,FALSE,0.683558711475355,7.4155828557811,4.90931044470496,6.08474149992233e-05,0.00586810118661592,1.83697650550937
"Sigirr","Sigirr","Mm_R_NGS_WTA_v1.0","Endogenous","24058","Sigirr",FALSE,FALSE,0.67894633701114,5.83829831706912,4.90207493838289,6.19417697221993e-05,0.00591829036440031,1.80089001609169
"Abr","Abr","Mm_R_NGS_WTA_v1.0","Endogenous","109934","Abr",FALSE,FALSE,0.775141318754914,8.06141074168193,4.94165065750198,6.196076171716e-05,0.00591829036440031,1.83953675847323
"Pam","Pam","Mm_R_NGS_WTA_v1.0","Endogenous","18484","Pam",FALSE,FALSE,0.681495279564644,6.60585746782285,4.89501241369344,6.30290932171347e-05,0.00599166565663648,1.79317108854753
"Ccz1","Ccz1","Mm_R_NGS_WTA_v1.0","Endogenous","231874","Ccz1",FALSE,FALSE,0.73978816024747,6.40524606469619,4.951251695275,6.39110864701337e-05,0.00604671573082123,1.79923443195897
"Pbp2","Pbp2","Mm_R_NGS_WTA_v1.0","Endogenous","76400","Pbp2",FALSE,FALSE,-0.880468842545257,4.28748909405713,-5.06279741322851,6.42641456682562e-05,0.0060514393395066,1.85726786140864
"Fam32a","Fam32a","Mm_R_NGS_WTA_v1.0","Endogenous","67922","Fam32a",FALSE,FALSE,0.700398050449465,7.76406257678601,4.88197282199721,6.50874297006245e-05,0.00607237752778325,1.77649218599713
"Stxbp5","Stxbp5","Mm_R_NGS_WTA_v1.0","Endogenous","78808","Stxbp5",FALSE,FALSE,0.618198033896706,5.58770902619449,4.88192647614103,6.50948650476189e-05,0.00607237752778325,1.75201963142363
"Fhit","Fhit","Mm_R_NGS_WTA_v1.0","Endogenous","14198","Fhit",FALSE,FALSE,0.660827314061734,4.79440827773415,4.8783011132926,6.56791482491176e-05,0.0060781327628482,1.75109019323603
"Nlrx1","Nlrx1","Mm_R_NGS_WTA_v1.0","Endogenous","270151","Nlrx1",FALSE,FALSE,0.550651774450865,5.14298713055207,4.87776807534913,6.57655000137861e-05,0.0060781327628482,1.743877339268
"Rangap1","Rangap1","Mm_R_NGS_WTA_v1.0","Endogenous","19387","Rangap1",FALSE,FALSE,-0.577528859027574,5.67906813150827,-4.87245647744314,6.66322491905746e-05,0.00610959580306282,1.73408689019878
"Gm45915","Gm45915","Mm_R_NGS_WTA_v1.0","Endogenous","100188919","Gm45915",FALSE,FALSE,0.556976703667386,5.91088156519164,4.87077697859314,6.69086984930344e-05,0.00610959580306282,1.72773187592417
"Ces1f","Ces1f","Mm_R_NGS_WTA_v1.0","Endogenous","234564","Ces1f",FALSE,FALSE,-0.631008801443867,7.54707981198794,-4.8700781430606,6.70240685703931e-05,0.00610959580306282,1.74604501307195
"Anxa2","Anxa2","Mm_R_NGS_WTA_v1.0","Endogenous","12306","Anxa2",FALSE,FALSE,0.803048667079858,10.6520938973934,4.87318543219393,6.85111611645275e-05,0.00618479170279814,1.75297456861421
"Gsdme","Gsdme","Mm_R_NGS_WTA_v1.0","Endogenous","54722","Gsdme",FALSE,FALSE,1.26577751172811,5.21735462808886,6.00753026372344,6.85343781549567e-05,0.00618479170279814,2.02224591159692
"Calr","Calr","Mm_R_NGS_WTA_v1.0","Endogenous","12317","Calr",FALSE,FALSE,-0.600359344930846,8.220182400716,-4.85889416033857,6.88979294745684e-05,0.00618479170279814,1.72631844019444
"Pkig","Pkig","Mm_R_NGS_WTA_v1.0","Endogenous","18769","Pkig",FALSE,FALSE,-0.602153325603065,4.82035980126454,-4.85777548998365,6.90882407315526e-05,0.00618479170279814,1.71011454487529
"Tmem150b","Tmem150b","Mm_R_NGS_WTA_v1.0","Endogenous","330460","Tmem150b",FALSE,FALSE,0.68333646482277,6.11164082541553,4.84537608819039,7.12334575558546e-05,0.0063483638981586,1.66975174474674
"Manf","Manf","Mm_R_NGS_WTA_v1.0","Endogenous","74840","Manf",FALSE,FALSE,-0.568502343368983,6.73922391418395,-4.84259519167538,7.17237179261707e-05,0.00636364702648954,1.67250280291741
"Slc7a9","Slc7a9","Mm_R_NGS_WTA_v1.0","Endogenous","30962","Slc7a9",FALSE,FALSE,1.29147099211511,4.59090411344303,5.94030345904925,7.29435724616149e-05,0.00644324131438592,1.95979302653668
"H2aw","H2aw","Mm_R_NGS_WTA_v1.0","Endogenous","319162, 56631","Trim17, H2aw",FALSE,FALSE,-0.702402556094491,5.94139048033711,-4.84619204101426,7.47366572889023e-05,0.00657254576853901,1.63358802021235
"Nlrc4","Nlrc4","Mm_R_NGS_WTA_v1.0","Endogenous","268973","Nlrc4",FALSE,FALSE,0.660961378948774,6.22637497543041,4.81968969884379,7.58933181734851e-05,0.00664499259077756,1.61055632006653
"Upf3a","Upf3a","Mm_R_NGS_WTA_v1.0","Endogenous","67031","Upf3a",FALSE,FALSE,0.634560451393982,5.4516511470994,4.80882894280384,7.79548186445779e-05,0.00679568578428693,1.57929571465224
"Tent5a","Tent5a","Mm_R_NGS_WTA_v1.0","Endogenous","212943","Tent5a",FALSE,FALSE,0.616192236053417,7.59597126618679,4.79777091424982,8.01116954190597e-05,0.00690866090769622,1.57723278156429
"Eps8l2","Eps8l2","Mm_R_NGS_WTA_v1.0","Endogenous","98845","Eps8l2",FALSE,FALSE,0.645612548925888,8.5659627609392,4.79688504511926,8.02870619402184e-05,0.00690866090769622,1.58436978216256
"Spr","Spr","Mm_R_NGS_WTA_v1.0","Endogenous","20751","Spr",FALSE,FALSE,0.676201240397234,7.09423959224181,4.79687525987548,8.02890011814619e-05,0.00690866090769622,1.56894897986082
"Tpx2","Tpx2","Mm_R_NGS_WTA_v1.0","Endogenous","72119","Tpx2",FALSE,FALSE,-0.600340341269182,4.76413236455682,-4.79334774500948,8.09911652859008e-05,0.00693917009700617,1.56005137024678
"Rbm45","Rbm45","Mm_R_NGS_WTA_v1.0","Endogenous","241490","Rbm45",FALSE,FALSE,0.578311064577684,6.3089555858261,4.78941135697829,8.17820158413547e-05,0.00696465267662602,1.54023330281096
"Polg2","Polg2","Mm_R_NGS_WTA_v1.0","Endogenous","50776","Polg2",FALSE,FALSE,0.666517812182818,5.77243876289119,4.78840056013988,8.19863436861752e-05,0.00696465267662602,1.53202166555211
