"","TargetName","Module","CodeClass","GeneID","SystematicName","Negative","genes_lowCount_overNsamples","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Dnase1","Dnase1","Mm_R_NGS_WTA_v1.0","Endogenous","13419","Dnase1",FALSE,FALSE,0.0853473710585311,3.59510662056301,0.455509063949873,0.653614820530197,0.882463997175999,-6.13802532154231
"Ramp3","Ramp3","Mm_R_NGS_WTA_v1.0","Endogenous","56089","Ramp3",FALSE,FALSE,-0.070765603010952,3.62394103064699,-0.454605986455457,0.653720975742643,0.882547632295285,-6.14517655062403
"Cfap100","Cfap100","Mm_R_NGS_WTA_v1.0","Endogenous","243538","Cfap100",FALSE,FALSE,0.067060703480557,3.69490752451647,0.454369696670624,0.653888458198583,0.882590737996734,-6.16334544163815
"H2-DMb2","H2-DMb2","Mm_R_NGS_WTA_v1.0","Endogenous","15000","H2-DMb2",FALSE,FALSE,0.0577422879357439,4.04689377881726,0.454332656388112,0.653914714078221,0.882590737996734,-6.23134200510229
"Vmn1r78","Vmn1r78","Mm_R_NGS_WTA_v1.0","Endogenous","171242","Vmn1r78",FALSE,FALSE,-0.0813075149526177,3.31541949665317,-0.454313280733518,0.653928448627925,0.882590737996734,-6.05706675857242
"Adat1","Adat1","Mm_R_NGS_WTA_v1.0","Endogenous","30947","Adat1",FALSE,FALSE,-0.0607566801300288,4.00421860022375,-0.454261291723464,0.653965301969649,0.882590737996734,-6.22343696663221
"Olfr16","Olfr16","Mm_R_NGS_WTA_v1.0","Endogenous","18313","Olfr16",FALSE,FALSE,0.0738709588297204,3.96021868297779,0.454383626613155,0.65397396165144,0.882590737996734,-6.21611634683536
"Iqca1l","Iqca1l","Mm_R_NGS_WTA_v1.0","Endogenous","231045","Iqca1l",FALSE,FALSE,-0.0683305452216936,3.6265798690806,-0.453987665904845,0.654159281377785,0.882682551475199,-6.14482602323771
"Fkbp1b","Fkbp1b","Mm_R_NGS_WTA_v1.0","Endogenous","14226","Fkbp1b",FALSE,FALSE,0.0696440916358623,3.6864601670772,0.453973423226396,0.654169379011094,0.882682551475199,-6.16152037710416
"Kndc1","Kndc1","Mm_R_NGS_WTA_v1.0","Endogenous","76484","Kndc1",FALSE,FALSE,0.067979820360319,3.66518225143138,0.453966001896732,0.654174640538775,0.882682551475199,-6.15678002825024
"Tmem177","Tmem177","Mm_R_NGS_WTA_v1.0","Endogenous","66343","Tmem177",FALSE,FALSE,0.0601366338198845,4.63256107407357,0.453715626237196,0.654352161047446,0.882862408150186,-6.30270689470853
"Kdm8","Kdm8","Mm_R_NGS_WTA_v1.0","Endogenous","77035","Kdm8",FALSE,FALSE,0.0636607539649754,4.14596934341439,0.453622713455637,0.654418043064985,0.882891626255748,-6.24660162531285
"Anapc16","Anapc16","Mm_R_NGS_WTA_v1.0","Endogenous","52717","Anapc16",FALSE,FALSE,0.0552796540291585,6.51110647358954,0.453102878973248,0.654786697064567,0.883329290005403,-6.31634751038138
"Gm51582","Gm51582","Mm_R_NGS_WTA_v1.0","Endogenous","115486945","Gm51582",FALSE,FALSE,-0.0656863493653344,3.60162926582975,-0.452987436354489,0.65486857836517,0.883380054726933,-6.1383824151646
"Arhgef6","Arhgef6","Mm_R_NGS_WTA_v1.0","Endogenous","73341","Arhgef6",FALSE,FALSE,0.082153962288801,3.35286249084443,0.452792602532099,0.655006780417874,0.883423576942239,-6.07066154444732
"Nova1","Nova1","Mm_R_NGS_WTA_v1.0","Endogenous","664883","Nova1",FALSE,FALSE,-0.0711995999139652,3.30586590632868,-0.452790716291263,0.655008118452348,0.883423576942239,-6.05544991194595
"Tas2r117","Tas2r117","Mm_R_NGS_WTA_v1.0","Endogenous","353166","Tas2r117",FALSE,FALSE,0.0640467854641527,3.58986316779064,0.452754792957165,0.655033601457648,0.883423576942239,-6.13827802252874
"Ndufc2","Ndufc2","Mm_R_NGS_WTA_v1.0","Endogenous","68197","Ndufc2",FALSE,FALSE,-0.0568990993412894,7.89030037146905,-0.452648972425003,0.655108670066555,0.883465134130828,-6.27032790490926
"Ush1g","Ush1g","Mm_R_NGS_WTA_v1.0","Endogenous","16470","Ush1g",FALSE,FALSE,-0.0695235279687965,3.39736972486812,-0.452582624332349,0.655155739002583,0.883468928513142,-6.08358341252533
"Pnpla5","Pnpla5","Mm_R_NGS_WTA_v1.0","Endogenous","75772","Pnpla5",FALSE,FALSE,-0.0659404162799273,3.75852629769317,-0.452461234115213,0.655241859934152,0.883505870042908,-6.17666554395442
"Upk3a","Upk3a","Mm_R_NGS_WTA_v1.0","Endogenous","22270","Upk3a",FALSE,FALSE,-0.0835304046923291,3.03428822647199,-0.452391531527769,0.655291313015816,0.883505870042908,-5.96439497865873
"Mamstr","Mamstr","Mm_R_NGS_WTA_v1.0","Endogenous","74490","Mamstr",FALSE,FALSE,0.0643474753691571,3.89499349451329,0.452344872826072,0.655324417661111,0.883505870042908,-6.20568816815796
"Greb1","Greb1","Mm_R_NGS_WTA_v1.0","Endogenous","268527","Greb1",FALSE,FALSE,-0.0592357892820243,3.85325366623739,-0.452284306830525,0.655367390698159,0.883505870042908,-6.1957278617613
"Obi1","Obi1","Mm_R_NGS_WTA_v1.0","Endogenous","72486","Obi1",FALSE,FALSE,-0.0602295073986836,4.30777187365071,-0.452128351424544,0.655478050432952,0.883505870042908,-6.26738453746465
"Ccl25","Ccl25","Mm_R_NGS_WTA_v1.0","Endogenous","20300","Ccl25",FALSE,FALSE,0.0725402334749026,4.37008653322911,0.452604330338713,0.655560401734279,0.883505870042908,-6.27573115285808
"Olfr860","Olfr860","Mm_R_NGS_WTA_v1.0","Endogenous","258521","Olfr860",FALSE,FALSE,-0.0656783360424211,3.6219199357482,-0.451854443572126,0.655672424062179,0.883505870042908,-6.14548872935407
"C2cd4b","C2cd4b","Mm_R_NGS_WTA_v1.0","Endogenous","75697","C2cd4b",FALSE,FALSE,-0.0540240428534711,4.87387994206353,-0.45182473060925,0.655693510812459,0.883505870042908,-6.32045545776062
"Pura","Pura","Mm_R_NGS_WTA_v1.0","Endogenous","19290","Pura",FALSE,FALSE,0.0548505102639023,6.34405380197768,0.451767124084707,0.655734393951565,0.883505870042908,-6.32251853717015
"Lacc1","Lacc1","Mm_R_NGS_WTA_v1.0","Endogenous","210808","Lacc1",FALSE,FALSE,-0.062275572673375,4.24501622941532,-0.451713008915714,0.655772800291426,0.883505870042908,-6.25818830691695
"Zfp219","Zfp219","Mm_R_NGS_WTA_v1.0","Endogenous","69890","Zfp219",FALSE,FALSE,-0.0509510907934549,4.96802741418849,-0.451676740900807,0.655798540784496,0.883505870042908,-6.32613777386682
"Cdk8","Cdk8","Mm_R_NGS_WTA_v1.0","Endogenous","264064","Cdk8",FALSE,FALSE,0.0559335389149203,5.87624131433244,0.451660091030228,0.655810357840924,0.883505870042908,-6.33488647477676
"Tsnaxip1","Tsnaxip1","Mm_R_NGS_WTA_v1.0","Endogenous","72236","Tsnaxip1",FALSE,FALSE,0.059515085319509,3.79239328168651,0.451646624027205,0.655819915960547,0.883505870042908,-6.18556629499971
"Nrg2","Nrg2","Mm_R_NGS_WTA_v1.0","Endogenous","100042150","Nrg2",FALSE,FALSE,-0.0596772175918119,3.94738617174148,-0.45155300770614,0.655886361210817,0.883505870042908,-6.21431946010714
"Wdr4","Wdr4","Mm_R_NGS_WTA_v1.0","Endogenous","57773","Wdr4",FALSE,FALSE,-0.057658714802173,4.33980628775617,-0.451546872370307,0.65589071593681,0.883505870042908,-6.27116489179113
"Prmt8","Prmt8","Mm_R_NGS_WTA_v1.0","Endogenous","381813","Prmt8",FALSE,FALSE,-0.0740897035425427,3.35748395477738,-0.451474789837861,0.655941879462739,0.883505870042908,-6.07303446242959
"Gm1113","Gm1113","Mm_R_NGS_WTA_v1.0","Endogenous","115487164","Gm1113",FALSE,FALSE,0.0675303543676384,3.71228656052652,0.451401702073235,0.655993758252626,0.883505870042908,-6.16855334510247
"Chrm1","Chrm1","Mm_R_NGS_WTA_v1.0","Endogenous","12669","Chrm1",FALSE,FALSE,-0.0689921350780232,4.51819042709292,-0.451608161866112,0.656009644359006,0.883505870042908,-6.29182352204209
"Ube2q2","Ube2q2","Mm_R_NGS_WTA_v1.0","Endogenous","109161","Ube2q2",FALSE,FALSE,-0.0554342841548712,5.06463834177109,-0.451265231196622,0.656090632065876,0.883505870042908,-6.33107165288303
"Cmtm2b","Cmtm2b","Mm_R_NGS_WTA_v1.0","Endogenous","75502","Cmtm2b",FALSE,FALSE,0.0652963730076519,3.68466103133087,0.451174808436445,0.65615482203741,0.883505870042908,-6.16245640515969
"Trim46","Trim46","Mm_R_NGS_WTA_v1.0","Endogenous","360213","Trim46",FALSE,FALSE,0.0652401661909741,3.79435427035187,0.451150379304358,0.656172164433697,0.883505870042908,-6.1858317962254
"Cstdc3","Cstdc3","Mm_R_NGS_WTA_v1.0","Endogenous","209324","Cstdc3",FALSE,FALSE,-0.0768470798743701,3.76830118738706,-0.4512815849285,0.656197682728285,0.883505870042908,-6.17897377547404
"Fam50a","Fam50a","Mm_R_NGS_WTA_v1.0","Endogenous","108160","Fam50a",FALSE,FALSE,0.0517198778367813,5.70327582079146,0.450951979567121,0.65631301699503,0.883505870042908,-6.33795906848082
"Tmem262","Tmem262","Mm_R_NGS_WTA_v1.0","Endogenous","433215","Tmem262",FALSE,FALSE,0.0735317138159086,3.84776348802318,0.450968358557102,0.656316182142347,0.883505870042908,-6.19741098701496
"Tgfb1","Tgfb1","Mm_R_NGS_WTA_v1.0","Endogenous","21803","Tgfb1",FALSE,FALSE,-0.0617254178076347,4.70912591688288,-0.450900344045404,0.656349677426,0.883505870042908,-6.30849545178126
"Pcm1","Pcm1","Mm_R_NGS_WTA_v1.0","Endogenous","18536","Pcm1",FALSE,FALSE,0.0552845947202956,6.08400437545616,0.450849477689279,0.65638579262484,0.883505870042908,-6.3304277571723
"Nab1","Nab1","Mm_R_NGS_WTA_v1.0","Endogenous","17936","Nab1",FALSE,FALSE,0.0585966826988944,6.49968889399821,0.450838236088138,0.656393774296303,0.883505870042908,-6.31777141257718
"Clec4a4","Clec4a4","Mm_R_NGS_WTA_v1.0","Endogenous","474145","Clec4a4",FALSE,FALSE,0.0731041240397854,3.54964340244363,0.450712275540711,0.656483210656018,0.883505870042908,-6.12887167713361
"Armc2","Armc2","Mm_R_NGS_WTA_v1.0","Endogenous","213402","Armc2",FALSE,FALSE,0.060251603735515,3.87826479747119,0.450660814429663,0.65651975134266,0.883505870042908,-6.20383628954132
"Angpt1","Angpt1","Mm_R_NGS_WTA_v1.0","Endogenous","11600","Angpt1",FALSE,FALSE,-0.0740345646401379,3.62611163286569,-0.450524034995202,0.65661687776951,0.883505870042908,-6.14392356597038
"Pacsin1","Pacsin1","Mm_R_NGS_WTA_v1.0","Endogenous","23969","Pacsin1",FALSE,FALSE,0.0683580204622585,3.42164079168243,0.450480066991891,0.656648100555518,0.883505870042908,-6.09282490386089
"Hhat","Hhat","Mm_R_NGS_WTA_v1.0","Endogenous","226861","Hhat",FALSE,FALSE,0.0734049658629239,3.69622855109948,0.450478751108406,0.65664903500737,0.883505870042908,-6.1651919292224
"Riok1","Riok1","Mm_R_NGS_WTA_v1.0","Endogenous","71340","Riok1",FALSE,FALSE,0.0580762344954886,4.28844410113943,0.450478063451691,0.656649523335098,0.883505870042908,-6.26871890554587
"Cacna2d3","Cacna2d3","Mm_R_NGS_WTA_v1.0","Endogenous","12294","Cacna2d3",FALSE,FALSE,-0.0719930629801961,3.54507550583004,-0.450400014274396,0.656704949648854,0.883505870042908,-6.12675793830996
"Il15","Il15","Mm_R_NGS_WTA_v1.0","Endogenous","16168","Il15",FALSE,FALSE,-0.0682294367199772,6.30015373606559,-0.450788192416243,0.656767180309944,0.883505870042908,-6.3234170917194
"Lrrn2","Lrrn2","Mm_R_NGS_WTA_v1.0","Endogenous","16980","Lrrn2",FALSE,FALSE,0.0671532909441788,3.79082450837523,0.450292585668837,0.656781242944881,0.883505870042908,-6.18565134457632
"Ucn2","Ucn2","Mm_R_NGS_WTA_v1.0","Endogenous","171530","Ucn2",FALSE,FALSE,0.079138775038285,3.22651759255618,0.45023710000789,0.656820649066112,0.883505870042908,-6.03119684930838
"Atg2b","Atg2b","Mm_R_NGS_WTA_v1.0","Endogenous","76559","Atg2b",FALSE,FALSE,-0.0536880212377504,5.50552547564542,-0.450172095699265,0.656866816662011,0.883508439632376,-6.33873922848773
"Olfr209","Olfr209","Mm_R_NGS_WTA_v1.0","Endogenous","257973, 404311","Olfr209, Olfr207",FALSE,FALSE,-0.0640579218374979,4.408943893006,-0.449799729821156,0.657131306646492,0.883804640206421,-6.27913152699427
"Hdac7","Hdac7","Mm_R_NGS_WTA_v1.0","Endogenous","56233","Hdac7",FALSE,FALSE,-0.065782182905016,4.39401986338228,-0.449428379110386,0.657395121224572,0.884076410428671,-6.27904047144208
"Ascl4","Ascl4","Mm_R_NGS_WTA_v1.0","Endogenous","67341","Ascl4",FALSE,FALSE,0.0724863562303701,3.87842636730376,0.449396541790944,0.657421946241228,0.884076410428671,-6.20460674147856
"Ooep","Ooep","Mm_R_NGS_WTA_v1.0","Endogenous","67968","Ooep",FALSE,FALSE,0.0676417840172925,3.74142723552785,0.44917049013393,0.657578357252288,0.884113377670824,-6.17572180752147
"Txnl4b","Txnl4b","Mm_R_NGS_WTA_v1.0","Endogenous","234723","Txnl4b",FALSE,FALSE,-0.0580999750858755,4.28109477443734,-0.449147406172329,0.65759476000737,0.884113377670824,-6.26579300475321
"Olfr397","Olfr397","Mm_R_NGS_WTA_v1.0","Endogenous","258343","Olfr397",FALSE,FALSE,-0.0615279420341448,3.78987126557128,-0.449048696229149,0.657664902250776,0.884113377670824,-6.18493663888981
"Ubtfl1","Ubtfl1","Mm_R_NGS_WTA_v1.0","Endogenous","546118","Ubtfl1",FALSE,FALSE,0.0706156462738488,3.4557284674097,0.448985340018243,0.657709924200816,0.884113377670824,-6.1035466126097
"Krtap9-5","Krtap9-5","Mm_R_NGS_WTA_v1.0","Endogenous","435286","Krtap9-5",FALSE,FALSE,0.0694438423150254,3.49816372125632,0.448972777183258,0.65771885171239,0.884113377670824,-6.11566271224281
"Stk32a","Stk32a","Mm_R_NGS_WTA_v1.0","Endogenous","269019","Stk32a",FALSE,FALSE,-0.0679631053460055,3.73368688063726,-0.448885898624135,0.657780591539549,0.884113377670824,-6.17119408455715
"Aloxe3","Aloxe3","Mm_R_NGS_WTA_v1.0","Endogenous","23801","Aloxe3",FALSE,FALSE,0.0605031748720477,3.98308138991687,0.448876017908359,0.657787613380178,0.884113377670824,-6.22367909945222
"Vps33b","Vps33b","Mm_R_NGS_WTA_v1.0","Endogenous","233405","Vps33b",FALSE,FALSE,0.059183836975695,4.54535981455829,0.448853330107406,0.657803736840392,0.884113377670824,-6.29741401857642
"Zrsr2","Zrsr2","Mm_R_NGS_WTA_v1.0","Endogenous","22184","Zrsr2",FALSE,FALSE,0.0557517690609073,4.88179204626949,0.44877074657457,0.657862427626063,0.884132734798646,-6.32448160756424
"Rpl15","Rpl15","Mm_R_NGS_WTA_v1.0","Endogenous","66480","Rpl15",FALSE,FALSE,-0.0571233410074008,9.03909267862203,-0.448675212623995,0.657930324873307,0.8841644614908,-6.2396902214766
"Mrgprg","Mrgprg","Mm_R_NGS_WTA_v1.0","Endogenous","381974","Mrgprg",FALSE,FALSE,-0.0688945776116081,3.86982431880429,-0.448544462373299,0.658023255694908,0.884229823198535,-6.20027110947736
"Pknox1","Pknox1","Mm_R_NGS_WTA_v1.0","Endogenous","18771","Pknox1",FALSE,FALSE,-0.0591036322215901,4.42747125940459,-0.44838111446637,0.658139363246413,0.884326318132069,-6.28227473812975
"Pign","Pign","Mm_R_NGS_WTA_v1.0","Endogenous","27392","Pign",FALSE,FALSE,0.063698909173449,5.14816177779813,0.448368457789502,0.658190891032513,0.884336031611391,-6.3371436470542
"Htra4","Htra4","Mm_R_NGS_WTA_v1.0","Endogenous","330723","Htra4",FALSE,FALSE,0.0659472686282352,3.8990545715504,0.44810595810418,0.658334964050776,0.884470077888528,-6.2086956824107
"Olfr862","Olfr862","Mm_R_NGS_WTA_v1.0","Endogenous","258555","Olfr862",FALSE,FALSE,-0.0661705907555805,3.92044026843269,-0.448032883854308,0.658386914644839,0.884480348388622,-6.2110538507206
"Atxn2l","Atxn2l","Mm_R_NGS_WTA_v1.0","Endogenous","233871","Atxn2l",FALSE,FALSE,0.0575572506955648,7.65857369312335,0.44787533310125,0.658498928013057,0.884555017617398,-6.27936805257962
"Lypd9","Lypd9","Mm_R_NGS_WTA_v1.0","Endogenous","403200","Lypd9",FALSE,FALSE,-0.0741979603551286,3.87614123717426,-0.447940685116921,0.658546314651645,0.884555017617398,-6.20091564300119
"Vps37d","Vps37d","Mm_R_NGS_WTA_v1.0","Endogenous","194309","Vps37d",FALSE,FALSE,-0.101939248070445,3.66172059317918,-0.451390259321644,0.658575425880248,0.884555017617398,-6.1513790232822
"Vmn2r118","Vmn2r118","Mm_R_NGS_WTA_v1.0","Endogenous","383258","Vmn2r118",FALSE,FALSE,-0.0638006801386579,3.84179956808279,-0.447562494185612,0.658721370370257,0.884678592089801,-6.19618420495181
"Insyn2b","Insyn2b","Mm_R_NGS_WTA_v1.0","Endogenous","574403","Insyn2b",FALSE,FALSE,0.0633910427590569,3.51658447931515,0.447513708188733,0.658756062285973,0.884678592089801,-6.12134311023945
"Olfr820","Olfr820","Mm_R_NGS_WTA_v1.0","Endogenous","258670","Olfr820",FALSE,FALSE,-0.0731546591134333,3.62491345265912,-0.44740569327118,0.658832874911078,0.884722230717735,-6.14635375839248
"Adcy4","Adcy4","Mm_R_NGS_WTA_v1.0","Endogenous","104110","Adcy4",FALSE,FALSE,0.0661156138530621,3.97455354010196,0.44716594864344,0.659003378183563,0.884852168432695,-6.22311884801091
"Rrh","Rrh","Mm_R_NGS_WTA_v1.0","Endogenous","20132","Rrh",FALSE,FALSE,-0.0614305088380895,3.94158040392386,-0.447112608019899,0.659041315917133,0.884852168432695,-6.21365300657552
"Tmem169","Tmem169","Mm_R_NGS_WTA_v1.0","Endogenous","271711","Tmem169",FALSE,FALSE,0.0923241945465212,3.77244775532556,0.449638385778535,0.659075618231128,0.884852168432695,-6.18129678230694
"Tmem255b","Tmem255b","Mm_R_NGS_WTA_v1.0","Endogenous","272465","Tmem255b",FALSE,FALSE,0.0617434709272207,3.78296873378201,0.447020350319433,0.659106935059569,0.884852168432695,-6.18550762353257
"Dpp7","Dpp7","Mm_R_NGS_WTA_v1.0","Endogenous","83768","Dpp7",FALSE,FALSE,-0.0811947800058785,4.8111759639601,-0.449617110466703,0.659211767379863,0.884933394674481,-6.31480006371171
"B3galt4","B3galt4","Mm_R_NGS_WTA_v1.0","Endogenous","54218","B3galt4",FALSE,FALSE,-0.0564763986030652,4.68755350229237,-0.446682540434796,0.659347229365278,0.885000854466785,-6.30916620802962
"C1qtnf12","C1qtnf12","Mm_R_NGS_WTA_v1.0","Endogenous","67389","C1qtnf12",FALSE,FALSE,-0.0561865476755692,4.8101396281367,-0.446644591863289,0.659374225668074,0.885000854466785,-6.31834101899481
"Skint4","Skint4","Mm_R_NGS_WTA_v1.0","Endogenous","320640","Skint4",FALSE,FALSE,0.065225665813478,3.7144371361899,0.446569170734211,0.659427881047248,0.885000854466785,-6.17112504304599
"Eif2s3y","Eif2s3y","Mm_R_NGS_WTA_v1.0","Endogenous","26908","Eif2s3y",FALSE,FALSE,-0.635626445304231,5.26622675919712,-0.462580073896058,0.659439348304034,0.885000854466785,-6.31343945398115
"Gm12887","Gm12887","Mm_R_NGS_WTA_v1.0","Endogenous","666921, 545677, 666927","Gm12886, Gm12887, Gm12888",FALSE,FALSE,0.0563259734764516,4.05123737927977,0.446459545207854,0.659505873127261,0.885030636275847,-6.23527549778097
"Apex2","Apex2","Mm_R_NGS_WTA_v1.0","Endogenous","77622","Apex2",FALSE,FALSE,0.0653296728648556,4.25847030051242,0.446067524359711,0.659784805103227,0.88534543686736,-6.26570746636517
"Olfr1306","Olfr1306","Mm_R_NGS_WTA_v1.0","Endogenous","258023","Olfr1306",FALSE,FALSE,0.0685856513649772,3.68664052983046,0.445830398328649,0.659953550314162,0.885512348764727,-6.16522925701475
"4921539E11Rik","4921539E11Rik","Mm_R_NGS_WTA_v1.0","Endogenous","70941","4921539E11Rik",FALSE,FALSE,0.0821841739838662,3.01939213689102,0.44570370514849,0.660043716131004,0.885573809068032,-5.96528004885889
"Agl","Agl","Mm_R_NGS_WTA_v1.0","Endogenous","77559","Agl",FALSE,FALSE,-0.0558205497236406,4.75199747473479,-0.445494471697922,0.660192636276504,0.885660180543135,-6.31512021684588
"Cga","Cga","Mm_R_NGS_WTA_v1.0","Endogenous","12640","Cga",FALSE,FALSE,0.0605587354962691,3.95254659053007,0.445488591798733,0.660196821452807,0.885660180543135,-6.22007760977888
"Tnrc6c","Tnrc6c","Mm_R_NGS_WTA_v1.0","Endogenous","217351","Tnrc6c",FALSE,FALSE,-0.0496616348422645,5.52215848319265,-0.445393339484168,0.660264621428923,0.885691616555945,-6.34084396266796
"Phlpp2","Phlpp2","Mm_R_NGS_WTA_v1.0","Endogenous","244650","Phlpp2",FALSE,FALSE,-0.12266381972691,5.14547535995909,-0.455308482518531,0.660498608013005,0.88594595926652,-6.32441237175248
"Tbx20","Tbx20","Mm_R_NGS_WTA_v1.0","Endogenous","57246","Tbx20",FALSE,FALSE,-0.0807559163025391,3.18071873267425,-0.444801784936577,0.660685752740848,0.886137441680028,-6.0191972578003
"Mtdh","Mtdh","Mm_R_NGS_WTA_v1.0","Endogenous","67154","Mtdh",FALSE,FALSE,0.0598657156072724,7.34047637145474,0.444689718451047,0.660765546487872,0.886172766814904,-6.29088604846775
"Otud3","Otud3","Mm_R_NGS_WTA_v1.0","Endogenous","73162","Otud3",FALSE,FALSE,0.0666438157197629,5.15950273616958,0.445130967678874,0.660800871953447,0.886172766814904,-6.33847283323494
"Cxxc5","Cxxc5","Mm_R_NGS_WTA_v1.0","Endogenous","67393","Cxxc5",FALSE,FALSE,-0.0780236829456937,4.00723142482096,-0.445493685318877,0.660874980128633,0.886179642339751,-6.22539774209161
"Nell2","Nell2","Mm_R_NGS_WTA_v1.0","Endogenous","54003","Nell2",FALSE,FALSE,0.0659739876785288,3.67936655193509,0.444418924827481,0.660958374358428,0.886179642339751,-6.16311402084473
"Mgme1","Mgme1","Mm_R_NGS_WTA_v1.0","Endogenous","74528","Mgme1",FALSE,FALSE,-0.0573110411312916,4.64778077772592,-0.444393027933448,0.660976816387157,0.886179642339751,-6.30689977246016
"Hs3st3b1","Hs3st3b1","Mm_R_NGS_WTA_v1.0","Endogenous","54710","Hs3st3b1",FALSE,FALSE,-0.061825397329204,4.46114844646777,-0.44438355375723,0.660983563314075,0.886179642339751,-6.28877776855235
"Rbmx2","Rbmx2","Mm_R_NGS_WTA_v1.0","Endogenous","209003","Rbmx2",FALSE,FALSE,-0.0686290134009044,3.94773689449765,-0.444161884903525,0.661141430660119,0.886331769543211,-6.21825383660535
"Vmn1r51","Vmn1r51","Mm_R_NGS_WTA_v1.0","Endogenous","22296","Vmn1r51",FALSE,FALSE,-0.0667778358557132,3.78822380472841,-0.444083191227848,0.661197478316095,0.88634655926657,-6.18638383367587
"Galp","Galp","Mm_R_NGS_WTA_v1.0","Endogenous","232836","Galp",FALSE,FALSE,-0.0678534991426405,3.81161887052667,-0.44402171918729,0.661241261691981,0.88634655926657,-6.19140667616603
"Pgr15l","Pgr15l","Mm_R_NGS_WTA_v1.0","Endogenous","245526","Pgr15l",FALSE,FALSE,0.0648768679044354,3.66196250918055,0.443859164716028,0.661357046849934,0.886442240248773,-6.15885202266374
"Trpc1","Trpc1","Mm_R_NGS_WTA_v1.0","Endogenous","22063","Trpc1",FALSE,FALSE,0.0651376370979722,3.50409373853571,0.443665101248977,0.66149528672674,0.886484406814669,-6.1197247445989
"Megf6","Megf6","Mm_R_NGS_WTA_v1.0","Endogenous","230971","Megf6",FALSE,FALSE,-0.0713341483592687,3.7184525130675,-0.443618286272578,0.661528636922367,0.886484406814669,-6.1721320776185
"Olfr1079","Olfr1079","Mm_R_NGS_WTA_v1.0","Endogenous","258402","Olfr1079",FALSE,FALSE,0.0673796200968684,3.88008819075347,0.443592855782046,0.661546753473273,0.886484406814669,-6.20647397407745
